OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax
18442,NT420,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Highfield Hospital,,Manchester Road,,Rochdale,Lancashire,OL11 4LZ,53.60650635,-2.167490244,NT4,BMI Healthcare,01706 655121,highfield@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-highfield-hospital,01706 356759
18443,NT421,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Kings Oak Hospital,,The Ridgeway,,Enfield,Middlesex,EN2 8SD,51.66790009,-0.105554052,NT4,BMI Healthcare,020 8370 9500,kingsoak@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-kings-oak-hospital,020 8370 9501
18444,NT422,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The London Independent Hospital,,1 Beaumont Square,Stepney Green,London,,E1 4NL,51.520401,-0.046729956,NT4,BMI Healthcare,020 7780 2400,lih@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-london-independent-hospital,020 7780 2401
18445,NT423,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Manor Hospital,,Church End,,Biddenham,Bedfordshire,MK40 4AW,52.13838577,-0.513136744,NT4,BMI Healthcare,01234 364252,manor@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-manor-hospital,01234 325001
18446,NT424,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Meriden Hospital,University Hospital Site,Clifford Bridge Road,,Coventry,Warwickshire,CV2 2LQ,52.42121506,-1.438388586,NT4,BMI Healthcare,024 7664 7000,meriden@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-meriden-hospital,024 7664 7001
18449,NT427,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Park Hospital,Sherwood Lodge Drive,Burntstump Country Park,,Arnold,Nottinghamshire,NG5 8RX,53.0500946,-1.142871261,NT4,BMI Healthcare,0115 9662000,,https://www.bmihealthcare.co.uk/hospitals/bmi-the-park-hospital,0115 9670381
18450,NT428,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Princess Margaret Hospital,,Osborne Road,,Windsor,Berkshire,SL4 3SJ,51.47469711,-0.61026597,NT4,BMI Healthcare,01753 743434,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-princess-margaret-hospital,01753 743435
18451,NT429,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Priory Hospital,Priory Road,Edgbaston,,Birmingham,West Midlands,B5 7UG,52.45643234,-1.911408663,NT4,BMI Healthcare,0121 4402323,priory@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-priory-hospital,0121 4400804
18452,NT430,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Ridgeway Hospital,Moormead Road,Wroughton,,Swindon,Wiltshire,SN4 9DD,51.52532959,-1.786146641,NT4,BMI Healthcare,01793 814848,ridgeway@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-ridgeway-hospital,01793 814852
18453,NT431,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Runnymede Hospital,Guildford Road,Ottershaw,,Chertsey,Surrey,KT16 0RQ,51.37797546,-0.524110198,NT4,BMI Healthcare,01932 877800,runnymede@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-runnymede-hospital,01932 875433
18455,NT433,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Sarum Road Hospital,,Sarum Road,,Winchester,Hampshire,SO22 5HA,51.06084824,-1.33917141,NT4,BMI Healthcare,01962 844555,sarum@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-sarum-road-hospital,01962 842620
18456,NT434,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Saxon Clinic,Chadwick Drive,Eaglestone West,,Milton Keynes,Buckinghamshire,MK6 5LR,52.02561569,-0.740350008,NT4,BMI Healthcare,01908 665533,saxon@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-saxon-clinic,01908 608112
18457,NT435,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Shelburne Hospital,,Queen Alexandra Road,,High Wycombe,Buckinghamshire,HP11 2TR,51.6260376,-0.755028188,NT4,BMI Healthcare,01494 888700,shelburne@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-shelburne-hospital,01494 888701
18458,NT436,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Shirley Oaks Hospital,,Poppy Lane,,Croydon,Surrey,CR9 8AB,51.38230133,-0.056337729,NT4,BMI Healthcare,0208 655 5500,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-shirley-oaks-hospital,0208 655 5555
18459,NT437,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Sloane Hospital,,Albemarle Road,,Beckenham,Kent,BR3 5HS,51.40833282,-0.004345959,NT4,BMI Healthcare,020 8466 4000,,https://www.bmihealthcare.co.uk/hospitals/bmi-the-sloane-hospital,020 8466 4001
18462,NT440,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Thornbury Hospital,,312 Fulwood Road,,Sheffield,,S10 3BR,53.37451935,-1.517261028,NT4,BMI Healthcare,0114 2661133,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-thornbury-hospital,0114 2686913
18463,NT441,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Three Shires Hospital,The Avenue,Cliftonville,,Northampton,Northamptonshire,NN1 5DR,52.23614502,-0.874308646,NT4,BMI Healthcare,01604 801043,,https://www.bmihealthcare.co.uk/hospitals/bmi-three-shires-hospital,01604 629066
18464,NT443,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Winterbourne Hospital,,Herringston Road,,Dorchester,Dorset,DT1 2DR,50.7010231,-2.441853046,NT4,BMI Healthcare,01305 263252,winterbourne@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-winterbourne-hospital,01305 265424
18466,NT445,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Edgbaston Hospital,22 Somerset Road,Edgbaston,,Birmingham,West Midlands,B15 2QQ,52.4575882,-1.932878017,NT4,BMI Healthcare,0121 456 2000,birminghamenquiries@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-edgbaston-hospital,0121 454 5293
18467,NT446,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI St Edmunds Hospital,,St. Marys Square,,Bury St. Edmunds,Suffolk,IP33 2AA,52.24007797,0.719400406,NT4,BMI Healthcare,01284 701 371,burypatientservices@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-st-edmunds-hospital,
18468,NT447,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Duchy Hospital,,Queens Road,,Harrogate,North Yorkshire,HG2 0HF,53.98757172,-1.547796488,NT4,BMI Healthcare,01423 567 136,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-duchy-hospital,01423 524 381
18469,NT448,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Huddersfield Hospital,,Birkby Hall Road,,Huddersfield,West Yorkshire,HD2 2BL,53.6583519,-1.798727751,NT4,BMI Healthcare,01484 810514,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-huddersfield-hospital,01484 428 396
18470,NT449,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Lancaster Hospital,,Meadowside,,Lancaster,Lancashire,LA1 3RH,54.04319763,-2.795393229,NT4,BMI Healthcare,01524 62345,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-lancaster-hospital,01524 844 725
18471,NT450,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Lincoln Hospital,,Nettleham Road,,Lincoln,Lincolnshire,LN2 1QU,53.23808289,-0.533085406,NT4,BMI Healthcare,01522 578 000,,https://www.bmihealthcare.co.uk/hospitals/bmi-the-lincoln-hospital,01522 514 021
18472,NT451,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Cavell Hospital,Cavell Drive,Uplands Park Road,,Enfield,Middlesex,EN2 7PR,51.65922546,-0.101346962,NT4,BMI Healthcare,020 8366 2122,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-cavell-hospital,020 8367 8032
18476,NT455,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Mount Alvernia Hospital,46 Harvey Road,,,Guildford,Surrey,GU1 3LX,51.23574829,-0.564204454,NT4,BMI Healthcare,01483 570122,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-mount-alvernia-hospital,01483 532554
18500,NT490,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Southend Private Hospital,,15-17 Fairfax Drive,,Westcliff-on-Sea,Essex,SS0 9AG,51.55002975,0.699760079,NT4,BMI Healthcare,01702 608908,reception.southend@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-southend-private-hospital,
18526,NT708,Hospital,Hospital,Independent Sector,Visible,FALSE,Royal Hospital Haslar,Haslar Road,,,Gosport,Hampshire,PO12 2AA,50.78601837,-1.124631882,NT7,Netcare Healthcare UK,,,,
18552,NTA03,Hospital,Hospital,Independent Sector,Visible,TRUE,The Midlands NHS Treatment Centre,Belvedere Road,,,Burton-on-Trent,Staffordshire,DE13 0RB,52.81777954,-1.65636909,NTA,Nations Healthcare Ltd,01283 507250,nationsenquiries@circlehealth.co.uk,http://www.themidlandstc.co.uk/,01283 538684
18554,NTA04,Hospital,Hospital,Independent Sector,Visible,TRUE,Nottingham NHS Treatment Centre(Nations Healthcare),,Lister Road,,Nottingham,Nottinghamshire,NG7 2FT,52.94232941,-1.182427764,NTA,Nations Healthcare Ltd,0115 9705800,nottsinfo@nationshealthcare.com,http://www.circlepartnership.co.uk,0115 943 8899
18564,NTE02,Hospital,Hospital,Independent Sector,Visible,TRUE,St Hugh's Hospital,Peaks Lane,,,Grimsby,South Humberside,DN32 9RP,53.55105209,-0.073805079,NTE,Claremont & St Hugh's Hospitals (Hmt),01472 251100,admin@sthughshospital.co.uk,http://www.sthughshospital.co.uk,01472 251130
18620,NTN03,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Hemel Hempstead,Longcroft Lane,Felden,,Hemel Hempstead,Hertfordshire,HP3 0BN,51.73241043,-0.498069763,NTN,Priory Group Limited,01442 255 371,hemelhempstead@priorygroup.com,http://www.priorygroup.com/hemelhempstead,01442 265 630
18621,NTN04,Hospital,Hospital,Independent Sector,Visible,TRUE,Heathfield,Tottingworth Park,Broad Oak,,Heathfield,East Sussex,TN21 8UN,50.98192596,0.306597054,NTN,Priory Group Limited,01435 864 545,heathfield@priorygroup.com,http://www.priorygroup.com/heathfield,01435 869 609
18622,NTN05,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Ticehurst ,,Ticehurst,,Wadhurst,East Sussex,TN5 7HU,51.04955292,0.398391992,NTN,Priory Group Limited,01580 200 391,ticehurst@priorygroup.com,http://www.priorygroup.com/ticehurst,01580 201 006
18624,NTN07,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Chelmsford,Stump Lane,Springfield Green,,Chelmsford,Essex,CM1 7SJ,51.74317932,0.487775713,NTN,Priory Group Limited,01245 345 345,chelmsford@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-chelmsford,01245 346 177
18625,NTN08,Hospital,Hospital,Independent Sector,Visible,TRUE,Woodbourne Priory Hospital,21 Woodbourne Road,Edgbaston,,Birmingham,West Midlands,B17 8BY,52.47169495,-1.95580709,NTN,Priory Group Limited,0121 434 4343,woodbourne@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-woodbourne-birmingham,0121 434 3270
18626,NTN09,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Hayes Grove,Prestons Road,Hayes,,Bromley,Kent,BR2 7AS,51.37280273,0.01387922,NTN,Priory Group Limited,020 8462 7722,hayesgrove@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-hayes-grove,020 8462 5028
18627,NTN10,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Roehampton,Priory Lane,Roehampton,,London,,SW15 5JJ,51.46253967,-0.251494706,NTN,Priory Group Limited,020 8876 8261,roehampton@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-roehampton-london,020 8392 2632
18628,NTN11,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Woking,,Chobham Road,Knaphill,Woking,Surrey,GU21 2QF,51.31982422,-0.622614145,NTN,Priory Group Limited,01483 489 211,woking@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-woking,01483 797 053
18629,NTN12,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Southampton,Priory Hospital Southampton,Marchwood Park,Marchwood,Southampton,Hampshire,SO40 4WU,50.87963104,-1.447607636,NTN,Priory Group Limited,023 8084 0044,southampton@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-southampton,023 8020 7554
18630,NTN13,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Altrincham,,Rappax Road,Hale,Altrincham,Cheshire,WA15 0NU,53.36641693,-2.32710433,NTN,Priory Group Limited,0161 904 0050,altrincham@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-altrincham,0161 980 4322
18631,NTN14,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Preston,Rosemary Lane,Bartle,,Preston,Lancashire,PR4 0HB,53.80076599,-2.783842564,NTN,Priory Group Limited,01772 691 122,preston@priorygroup.com,http://www.priorygroup.com/preston,01772 691 246
18632,NTN15,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital North London,Grovelands House,The Bourne,Southgate,London,,N14 6RA,51.63027191,-0.120334625,NTN,Priory Group Limited,020 8882 8191,northlondon@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-north-london/north-london,020 8447 8138
18634,NTN23,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Cheadle Royal,,100 Wilmslow Road,,Cheadle,Cheshire,SK8 3DG,53.37493896,-2.221472025,NTN,Priory Group Limited,0161 428 9511,cheadleroyal@priorygroup.com,http://www.priorygroup.com/cheadleroyal,0161 428 1870
18635,NTN24,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Middleton St George,,Middleton St George,,Darlington,Durham,DL2 1TS,54.51710892,-1.433142424,NTN,Priory Group Limited,01325 333192,middletonstgeorge@priorygroup.com,http://www.priorygroup.com/middletonstgeorge,01325 333 883
18653,NTN38,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Bristol,,Heath House Lane,Stapleton,Bristol,Avon,BS16 1EQ,51.47973633,-2.566757441,NTN,Priory Group Limited,0117 952 5255,bristol@priorygroup.com,https://www.priorygroup.com/locations/priory-hospital-bristol,0117 952 5552
18656,NTP11,Hospital,Hospital,Independent Sector,Visible,TRUE,"Practice Plus Group Hospital, Southampton",,"Level C, Royal South Hants Hospital",Brintons Terrace,Southampton,Hampshire,SO14 0YG,50.91239166,-1.397062421,NTP,Practice Plus Group,0333 321 8269,,https://www.southamptonhospital.co.uk,
18658,NTP13,Hospital,Hospital,Independent Sector,Visible,TRUE,"Practice Plus Group Hospital, Barlborough",,2 Lindrick Way,Barlborough,Chesterfield,Derbyshire,S43 4XE,53.28150558,-1.282205105,NTP,Practice Plus Group,0333 200 5276,mandy.miller@practiceplusgroup.com,https://www.barlboroughhospital.co.uk/,
18660,NTP15,Hospital,Hospital,Independent Sector,Visible,TRUE,"Practice Plus Group Hospital, Ilford",,King George Hospital,Barley Lane,Ilford,Essex,IG3 8YB,51.58054352,0.112121284,NTP,Practice Plus Group,0333 321 1914,,https://www.ilfordhospital.co.uk,
18661,NTP16,Hospital,Hospital,Independent Sector,Visible,TRUE,"Practice Plus Group Surgical Centre, Gillingham",,Beechings Way,,Gillingham,Kent,ME8 6AD,51.38088608,0.576582372,NTP,Practice Plus Group,0333 200 4055,,https://www.gillinghamsurgicalcentre.co.uk,
18666,NTPAD,Hospital,Hospital,Independent Sector,Visible,TRUE,"Practice Plus Group Surgical Centre, St Mary's Portsmouth",,Milton Road,,Portsmouth,Hampshire,PO3 6DW,50.7992897,-1.061948061,NTP,Practice Plus Group,0333 321 8277,,https://www.portsmouthsurgicalcentre.co.uk,
18729,NTV13,Hospital,Hospital,Independent Sector,Visible,TRUE,Leatherhead Community Hospital,Poplar Road,Surrey,,Leatherhead,Surrey,KT22 8SD,51.29505157,-0.320272893,NTV,Central Surrey Health,01372 384 384,,http://www.cshsurrey.co.uk,
18731,NTV15,Hospital,Hospital,Independent Sector,Visible,TRUE,Molesey Community Hospital,,High Street,,West Molesey,Surrey,KT8 2LU,51.39753342,-0.372527897,NTV,Central Surrey Health,020 8296 4460,,http://www.cshsurrey.co.uk,
18732,NTV16,Hospital,Hospital,Independent Sector,Visible,TRUE,New Epsom and Ewell Community Hospital,,West Park Road,Horton Lane,Epsom,Surrey,KT19 8PB,51.34170914,-0.301640064,NTV,Central Surrey Health,01372 734845,,http://www.cshsurrey.co.uk,
18761,NT457,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Woodlands Hospital,,Morton Park,,Darlington,Durham,DL1 4PL,54.52036285,-1.504655719,NT4,BMI Healthcare,01325 341700,,https://www.bmihealthcare.co.uk/hospitals/bmi-woodlands-hospital,01325 341701
18765,NTYF2,Hospital,Hospital,Independent Sector,Visible,TRUE,Optegra Eye Hospital Birmingham,,Coleshill Street,,Birmingham,West Midlands,B4 7ET,52.48664093,-1.890937567,NNH,Optegra UK,0121 204 3800,icare.birmingham@optegra.com,https://www.optegra.com,0121 204 3821
18789,NV201,Hospital,Hospital,Independent Sector,Visible,TRUE,The Huntercombe Hospital Maidenhead,Huntercombe Lane South,Taplow,,Maidenhead,Berkshire,SL6 0PQ,51.51879501,-0.659095943,NV2,The Huntercombe Group,01628 667881,maidenhead@huntercombe.com,https://www.huntercombe.com,
18791,NV203,Hospital,Hospital,Independent Sector,Visible,TRUE,The Huntercombe Hospital Stafford,Ivetsey Bank,Wheaton Aston,,Stafford,Staffordshire,ST19 9QT,52.69437027,-2.23273015,NV2,The Huntercombe Group,01785 840000,stafford@huntercombe.com,http://www.huntercombe.com/centres/huntercombe-hospital-stafford/,
18802,NV302,Hospital,Hospital,Independent Sector,Visible,TRUE,Sulis Hospital Bath,Foxcote Avenue,Peasedown St John,,Bath,,BA2 8SF,51.31171036,-2.41733408,NV3,Circle Health,01761 422222,,https://www.circlehealth.co.uk/bath/,
18807,NV323,Hospital,Hospital,Independent Sector,Visible,TRUE,Circle Reading Hospital,,100 Drake Way,,Reading,,RG2 0NE,51.42933273,-0.976393759,NV3,Circle Health,01189 226 888,enquiries@circlereading.co.uk,http://www.circlereading.co.uk,
18819,NV7R1,Hospital,Hospital,Independent Sector,Visible,TRUE,Cromwell Hospital,164-178 Cromwell Road,,,London,,SW5 0TU,51.49510574,-0.19137083,NV7,Bupa Group,020 7460 2000,contact.centre@cromwellhospital.com,http://www.cromwellhospital.com/,
18826,NVC01,Hospital,Hospital,Independent Sector,Visible,TRUE,Ashtead Hospital,The Warren,,,Ashtead,Surrey,KT21 2SB,51.30434036,-0.303277969,NVC,Ramsay Healthcare UK Operations Limited,01372 221 400,ashtead.enquiries@ramsayhealth.co.uk,http://www.ashteadhospital.co.uk,01372 221445
18827,NVC02,Hospital,Hospital,Independent Sector,Visible,TRUE,The Berkshire Independent Hospital,Swallowscroft,Wensley Road,,Reading,Berkshire,RG1 6UZ,51.44454956,-0.988298833,NVC,Ramsay Healthcare UK Operations Limited,0118 902 8121,berkshire.enquiries@ramsayhealth.co.uk,http://www.berkshireindependenthospital.co.uk,0118 902 8050
18829,NVC04,Hospital,Hospital,Independent Sector,Visible,TRUE,Duchy Hospital,Penventinnie Lane,,,Truro,Cornwall,TR1 3UP,50.26794434,-5.093553543,NVC,Ramsay Healthcare UK Operations Limited,01872 226115,duchy.enquiries@ramsayhealth.co.uk,http://www.duchyhospital.co.uk,01872 226118 
18830,NVC05,Hospital,Hospital,Independent Sector,Visible,TRUE,Euxton Hall Hospital,Wigan Road,Euxton,,Chorley,Lancashire,PR7 6DY,53.66095352,-2.676298857,NVC,Ramsay Healthcare UK Operations Limited,01257 237002,euxton.enquiries@ramsayhealth.co.uk,http://www.euxtonhallhospital.co.uk,01257 261882 
18831,NVC06,Hospital,Hospital,Independent Sector,Visible,TRUE,Fitzwilliam Hospital,Milton Way,Bretton,,Peterborough,Cambridgeshire,PE3 9AQ,52.57646942,-0.297534764,NVC,Ramsay Healthcare UK Operations Limited,01733 842333 ,fitzwilliam.enquiries@ramsayhealth.co.uk,http://www.fitzwilliamhospital.co.uk,01733 842331
18832,NVC07,Hospital,Hospital,Independent Sector,Visible,TRUE,Fulwood Hall Hospital,Midgery Lane,Fulwood,,Preston,Lancashire,PR2 9SZ,53.78632355,-2.684020996,NVC,Ramsay Healthcare UK Operations Limited,01772 707426,fulwood.enquiries@ramsayhealth.co.uk,http://www.fulwoodhallhospital.co.uk/,01772 795131 
18833,NVC08,Hospital,Hospital,Independent Sector,Visible,TRUE,Mount Stuart Hospital,St. Vincents Road,,,Torquay,Devon,TQ1 4UP,50.47509766,-3.541743517,NVC,Ramsay Healthcare UK Operations Limited,01803 321690,mountstuart.enquiries@ramsayhealth.co.uk,http://www.mountstuarthospital.co.uk,01803 321698
18834,NVC09,Hospital,Hospital,Independent Sector,Visible,TRUE,New Hall Hospital,Bodenham,,,Salisbury,Wiltshire,SP5 4EW,51.03274155,-1.763433814,NVC,Ramsay Healthcare UK Operations Limited,01722 422333,newhall.enquiries@ramsayhealth.co.uk,http://www.new-hallhospital.co.uk,01722 435158
